word,frequency
Don't!,26
lies!,5
Damn,158
theories,19
based,59
safety,54
studies!,1
intends,8
Wait!,73
years,1393
already!,16
wait?,28
mustn't,60
despair.,5
wait.,204
Only,510
meaning,72
"words,",85
contradicted,2
Eternity!,1
carried,74
contradicted!,1
Passion,1
control!,8
Father,100
Marchena!,1
Marchena...,1
minutes...,27
passion,28
overwhelm,5
Christ!,81
Esdras,1
Jew.,13
calculations,7
Toscanelli,1
Marin,1
"Tyr,",1
Esdras...,1
certain?,8
Ignorance!,1
Indies,1
750,6
Canary,2
Islands.,4
Ocean,5
infinite.,1
open,548
route,29
Asia.,12
moment,229
ways,143
reaching,19
it...,462
sail,32
difficulty.,4
promise,217
fool.,81
manage,71
says.,67
best,1049
teacher,46
chosen,35
bright,87
boy,466
serious...,9
Brothers,27
raised,55
"together,",135
brothers,78
mothers...,2
Majesty,37
content,14
read,755
eyes.,191
am.,432
understand...,51
"back,",342
after,1820
brothers.,40
Nor,31
return,188
Santo,4
Domingo,4
colonies.,2
may,1110
continent.,3
naked,53
day,1139
them...,100
thoughts?,8
Thirty,52
"seven,",22
Majesty...,6
Colon?,1
woman?,63
afraid.,123
thinks...,3
"""What",41
"if?""...",1
inclination,3
otherwise!,2
freely?,2
Surely,49
verdict,6
council.,2
impregnable.,1
Granada,4
ocean,34
uncrossable?,1
Moors.,1
council,11
no.,650
Santangel,1
tells,200
honor,104
sincerity...,1
"Sanchez,",4
regret,68
held,140
"detention,",1
deprived,11
privileges,5
possessions.,5
Until,130
returned,40
judged.,1
Savagery,1
monkeys,10
understand.,532
"brutality,",1
chaos.,13
Tribes,1
fighting,162
each,739
joining,23
forces,39
against,645
us!,129
criminal,77
savagery!,1
Moxica,1
work.,630
horse,95
raise,126
wheel,50
stay!,2
build!,1
crusade.,2
"forest,",7
sweep,17
days!,13
brave,53
swallow,30
grief.,10
"died,",59
accomplish,11
for.,297
war?,34
outnumber,2
ten!,1
kill?,16
"shoulders,",8
"cousins,",6
wash,92
blood.,123
Indians,16
"word,",67
Moxica.,1
Indian,79
vice?,2
sin.,19
be.,510
drawing,39
isthmus...,1
saying,699
isthmus.,1
doing?,658
Twenty,84
eight.,53
read?,21
surely,47
quadrant,6
Mendez?,1
"men,",80
Sir.,106
position.,50
sight,62
land,149
days,481
ago...,46
admiral.,1
Due,9
"west,",6
Captain,292
Mendez.,1
us...,95
"Pinzon,",1
Pinzon...,1
forward!,3
Think,295
that!,282
bloody...,1
"us,",442
remember?,188
Jesus,304
Maria!,2
listened,38
Half,70
water,296
"gone,",87
nearly,92
putrid!,1
anything!,47
"ships,",9
turning,112
back!,122
it!,1124
lost!,10
verge,15
"mutiny,",1
hopes,26
alive!,29
mad...!,1
Six,147
lied!,3
cheated!,1
leagues!,1
Immediately.,6
why?,197
tolerate,18
impertinence.,1
"of,",87
task?,3
replaced.,4
"suggest,",4
Sanchez?,3
"true,",128
Brother,49
Buyl?,1
worse.,143
ordered,88
execution,5
five,802
members,54
nobility...,1
expecting,118
immediate,26
"profits,",3
we?,300
faith.,26
Every,349
ship,253
returns,24
cargo,13
dying.,68
gold!,6
proves,28
"expensive,",6
Majesty.,37
Yes.,2374
"pity,",7
Into,26
monk...,2
"Never,",14
Although...,1
Sanchez...,3
demands,15
granted.,15
"knew,",40
Treasurer,2
"Officers,",3
"killer,",22
"duty,",19
arrest,99
...so,20
kill,1727
famous,94
"caught,",16
mental,54
hospital...,9
"abuse,",4
torture.,9
abused.,2
back?,252
Out,159
boy.,379
put,2150
cigarettes,46
born.,64
cigarette,38
out?,345
blamed,14
mother's,159
blindness?,1
yeah...bad,1
doctor,194
gave,848
drugs,65
made,1766
blind.,29
blindness...,1
Czech,22
Republic?,1
giving,356
birth,47
fucking,1566
induce,8
mother,638
blind?,8
degraded,1
Killed,23
self-esteem.,2
young,569
parents,243
like.,226
another,1384
"one,",346
please.,418
background.,14
upbringing.,4
need?,57
"money,",298
Emil.,5
Thirty-percent.,1
lawyer.,91
biggest,121
negotiate.,6
percent.,52
yes,151
it's...,47
say...half.,1
fair.,65
cut?,8
focused,11
movie,210
rights?,6
Book,21
worry,547
Shit...,19
Disappeared.,3
everywhere.,52
Czechoslovakia.,4
Oleg?,1
severity,1
recently.,16
question,280
these.,74
...delusions,1
paranoia.,10
sure.,493
cigarettes?,10
brought,514
letters.,36
fan,45
mail.,25
Women,39
mostly.,24
"clothes,",36
invoking,2
rights,37
represented,9
counsel.,5
camera!,4
movie!,10
easy.,241
Stay,251
Sit,171
Shit!,102
Here.,153
lawyer,88
attorney?,4
insane.,71
"Daphne,",3
drag,63
...Do,4
problems,124
own.,225
Pouring,2
clothes.,93
kitchen.,52
coffee?,61
packed.,13
glad,425
met,587
matter,737
happens...I'm,1
Immigration,4
stall,12
process.,27
Eddie,78
recommended,14
"boyfriend,",20
suggest,94
girlfriend,95
jail,88
ten-thousand,4
miles,200
Ludwig?,2
jealous?,8
boyfriend?,29
sorry.,888
Eddie's,7
gone.,288
alright?,151
to...I'm,1
glad.,33
Actually,40
over.,541
Hiding.,2
was.,381
trusting,24
anyone...,14
desperate.,14
cop.,94
prison?,13
whore.,21
trying,1380
prostitute?,5
couldn't,1096
green,90
card,96
approached,13
could've,146
but...,281
below,55
table,107
Ludwig's.,3
home?,143
turn,677
tricks,29
before?,145
So...the,1
station,103
empty?,6
quarters,21
practicing,21
putting,236
fires.,4
Somewhere,37
place.,596
alone?,78
clothes,149
since...the,1
killings.,7
Could,442
stop,1022
place?,165
shower...before,1
custody?,5
Divorced.,4
married?,93
cooperate,20
DA,6
maybe,1356
situation.,93
custody,26
police,430
department?,16
Alright.,125
justifiable,3
homicide.,12
...my,10
shared,21
raping,10
gun,324
chair...,3
cop,151
happening,131
truth...is,1
truth?,51
town,375
Slovakia.,1
South,107
Police,61
civilian,21
fled.,4
cop?,37
Immigration!,1
illegally?,2
Immigration.,1
deport,3
Arrest,14
Whether,28
Better,186
on.,1211
Tamina,3
mine.,341
shower,40
"broken,",10
theirs.,16
"C'mon,",189
people?,130
"partner,",28
Beep,1
press,133
conference.,15
briefed.,2
yeah...?,2
Jordy,1
briefs,3
yours.,254
Deputy,38
Fire,50
Marshall,11
included,9
decisions.,11
"decision,",20
Oh.,603
about.,541
suspended,19
trial.,46
Chief?,16
Over,109
this??,5
fight,359
Oleg,2
hadn't,231
gotten,257
front,441
"page,",6
"hero,",24
easier,91
fight.,92
weight,62
bad!,12
coverage,6
do!,88
Gimme,126
shield.,12
career?,10
Well,1279
end,574
career,87
probably,863
innocent,95
civilian.,9
Forgot?,1
handcuffed,6
tree?!,1
do?,1171
tried,576
mug,22
forgot.,43
define,20
image!,1
Rodney,2
King!,8
Okay.,963
sports.,5
really.,287
nice.,293
homicide,22
witness,96
partner,79
shot?,31
mind??,1
trouble,349
dates?!,1
Nothing,457
happened.,268
shower!?,1
shower.,51
"mean,",1364
'cleaned,1
up?',1
Ladder,1
20,55
Rock,30
training.,34
stopped,214
there...,177
cleaned,57
investigation,36
called,1059
up!!!,7
beep,3
been?!,3
"Chief,",31
'Cause,183
important,476
"do,",584
finding,98
reporter?,9
"think,",209
Chief?!,2
cause,311
origin?,3
Swing,4
apartment.,115
straight,283
Hoover,22
finished,141
ago.,549
D.A.,30
videotape,2
deposition?,1
wiseguy.,2
let's,850
solve,45
Flemming,2
"said,",456
Chief.,50
somethin',126
alert,17
media.,9
Korfin?,1
understand?,198
overtime.,9
Relax.,54
"worry,",193
fuckers.,9
gun!,24
Motherfucker,5
filming,4
time!,83
hit?,17
street.,136
videocamera.,1
C'mere.,12
Here,334
useful.,18
checked,124
Sorry...PD,1
only.,30
Still,165
unknown,22
prints.,14
Kid,23
caught,255
case.,232
Any,402
I.D.?,4
Takin',6
bath.,32
timer.,10
ready?,70
Tomorrow.,32
When?,129
propose.,2
kid,398
sorry?,32
Meanwhile,8
morgue,21
chopped,28
spleen,4
heart,389
pan.,2
hours,376
ago,261
walkin',26
buyin',8
quart,4
milk.,27
kid's,49
robbed,48
$3,1
piece,359
beef,33
thinkin',74
Sooner,39
later.,329
"freaky,",1
Stupid,22
kid.,307
Martell?,1
Vodka,3
tonic.,4
Coffee,13
washes,10
Ludwig's,1
salon,6
63rd,4
Madison.,6
videocamera?,1
Quickly!,5
"Tall,",1
"short-haired,",1
scary,44
Second,68
"was...shorter,",1
wrestler's,1
build.,7
videocamera,1
Describe,13
cousin.,36
works.,102
Daphne.,10
"Boy,",130
sudden.,25
did?,159
working,715
"Czechoslovakia,",1
Honey,25
'cause,339
once,610
"there,",806
killed...?,3
Poor,113
girl...,43
G-d.,4
Honey!,5
Honey's,2
dead?,111
I.D.,21
"yet,",134
killed,1029
Edward,41
Hotel.,26
wrong?,321
"Homicide,",1
Hearn.,1
Detective,72
Flemming.,1
Open,116
nothin',179
attorney...,2
Police.,16
We'd,147
questions.,155
puppy,14
rug,13
kept,326
stand,539
limb,14
somebody,623
"Here,",181
here's,173
involved,170
jeopardize,11
"career,",17
lemme,46
advice.,51
TV,176
secret,210
fuckin',731
watches,23
television.,46
face.,218
"fame,",5
itty,1
bitty,4
fame,7
city,191
"But,",395
somebody?,21
shoulda,66
Tellin',2
story...I,1
decide,122
whether,199
professional.,30
"thing,",325
innocent.,37
"fool,",20
"least,",37
outta,375
better.,382
well,922
hang,282
suggests,12
pass,185
deny,75
bit,499
difference.,74
dead.,694
fool,159
shower?,8
nobody's,76
didn't...including,1
"Eddie,",73
tellin',96
touch,358
professionals,7
amateurs.,5
"what,",240
start.,102
sight.,32
warm,90
body,355
left.,234
Savior?,1
save,404
burning,82
building?,30
intimidate,14
celebrity.,5
sees,138
differently.,19
I.,269
serious,233
exactly.,96
girlfriend.,43
leads,62
"get,",21
crack,79
Raw,4
fucked.,37
is?,376
friends,455
killed!,21
threatened,44
hiding?,11
doin',221
pull,345
building,144
gladly,10
first.,352
"fire,",40
kick,158
"door,",88
rush,50
smoke,107
Hey!,174
dreamed,51
kicking,32
"in,",377
pulling,92
yelling,32
'Freeze!',1
guy!,38
dream,197
Of,1300
course.,576
"Alright,",179
inside,374
duty.,42
thirsty?,6
Eddie.,69
suspects,16
Leon,44
Hair,12
salon.,5
heads.,41
tails.,5
flip,23
coin.,10
"win,",25
come.,198
ridiculous.,94
happens.,91
does?,36
Mind,73
ride,225
along,376
ideas?,17
escort,28
service?,20
folks,133
Polish?,3
Poland.,2
Eastern,24
European,18
angle.,24
Slavs,1
Germans,40
Russians,23
These,450
intense,10
personally.,35
Europe.,36
Romania?,1
Hungary?,1
ritual,13
message.,80
Burial,2
rites,5
seriously,61
humiliate,13
"funeral,",9
condemning,1
hell.,105
outside,295
lead.,39
visiting,36
suspect?,10
either.,289
Prettiest,1
suspect,83
Hmmmm.,7
Pretty.,5
Super,14
male,49
stabbed,25
killer,132
tip,54
knife,75
spine.,8
indicator,2
personal.,40
steppin',7
crime,116
scene,80
"off,",275
report?,21
Sure.,598
problem,345
report,218
M.E.?,1
Good.,478
Commendable.,1
TV.,87
"Nah,",80
credit.,28
musta,38
Watch,174
news?,40
explain,281
Bobby.,48
Camello!,1
punching,10
hole,112
floor?,23
Leon?,13
wrapped,29
through,1480
routine?,1
gives,214
Smarter,4
Americans.,21
fed,50
baby,242
shows,115
long.,257
Americans,38
So...Detective,1
"Flemming,",2
goodbye,40
Nicolette?,1
propose,28
jury,52
bullshit?,17
film,118
noose,4
neck.,56
tabloids,3
enactments.,1
real,1421
tough,194
end.,136
Actor,2
plays,85
hero.,50
asshole.,99
famous.,26
accomplishment.,3
opinion.,49
"see,",474
write,413
books.,79
want?,403
So...who's,1
Nicky?,8
late.,353
luck.,153
swing,39
"place,",197
pairs,8
shoes,70
test,119
yours...How's,1
that...,329
promise.,135
Tonight.,29
til,52
tonight.,602
Patronizing,2
"Nay,",12
patronizing,2
talk.,317
great.,382
"ahead,",93
uh...,229
lens,5
Promise?,18
shoe,35
marriages,10
and...,347
ahead.,221
middle,275
"G-d,",11
anchor.,5
anchor,12
tonight!,17
Hold,286
second.,164
emergency.,28
thought.,132
phone.,173
damn,650
answer,369
Jesus.,179
blood,335
shoes.,43
Leon's.,1
shirt.,28
Whose,68
ruthless.,4
taught,151
Huh?,351
merciless.,1
holding,175
evidence.,54
camera,72
was...,149
reporter.,24
stick,227
microphone,6
"alright,",75
patronize,7
"just,",65
know...turn,1
cameras,15
Stop,391
embarrass,23
sweetheart?,18
Oh...,147
colleagues.,6
can't...I,4
problem?,147
snap,38
honey.,227
Alright?,23
Now's,14
"cut,",13
cut.,45
Um...now,1
Jackson's,4
hurt.,142
"shot,",56
Jackson,16
hurt,591
seriously.,48
"hurt,",39
injured.,9
correct?,44
point.,257
somehow,75
related,31
of.,238
happened,940
drug,119
related?,4
scene?,7
bodies,88
victims,28
yet.,520
early.,82
done.,282
"Detective,",7
murder?,23
Again?,18
Keep,355
Ready?,34
worried,254
safety.,21
touched.,19
prick,34
run.,110
knees,42
behind,510
unique.,9
Antigua.,2
make-up,8
late,325
Stabbed,1
beer,73
bottle.,31
what.,107
Who.,5
unique?,2
kids?,47
see...Susan's,1
15.,8
Aundrea's,1
9.,3
thinking,646
kid!,16
this:,57
cliche,1
kids,456
"person,",50
whole...,5
true!,35
Before,205
talked,320
"kids,",93
moody.,4
moody,6
left?,49
Coupla,9
articles.,4
medal,5
Plaque,1
coupla,32
remembers,21
later,200
everybody.,96
hit,676
Emergency,22
Service,30
heavy,96
weapons,71
cigar,14
BOOM!,4
sudden,67
shotgun,25
Right,495
standin'.,1
coulda,55
blown,59
"panicky,",1
takes,351
habit,33
proposing?,5
Dog,23
bones?,9
sausage,5
butcher?,2
pig,46
intestines,4
butcher.,6
vodka,12
factory.,11
Bring,130
surrendering.,3
minute.,416
show.,137
Four,209
o'clock,126
bank.,77
Three,278
dollars.,242
condition,65
exclusivity,1
surrender,23
45,15
Broadway.,7
film.,50
lower,51
go!!,5
down!,107
Sheraton!,1
Broadway!,2
Room,47
210.,1
Oleg.,3
partner?,19
knees.,11
Pull,83
trigger.,17
"look,",208
sweating.,5
fireman,7
gun.,163
bet,416
anybody,437
"Tommy,",36
walk.,98
lessons,22
fireman?,4
rig,17
apartment?,34
alright,44
"Please,",302
"book,",53
purse!,3
address!!,1
sex,269
payin',13
address,93
Look.,119
problem.,351
miss,387
runs,144
address?,22
confidential.,9
dresser?,1
outcall,1
service,111
undressed?,3
business,552
pleasure.,77
don'tchya,1
dresser.,5
"Baby,",61
"schoolgirl,",1
"mommy,",1
Honey.,16
English.,70
"himself,",44
planning,118
stay?,37
Prague.,6
travelling,15
together.,427
documents?,3
Please,432
join,219
forward.,20
together?,80
"Sir,",216
FIS,1
area!,3
five-hundred,7
carrying,117
holiday.,15
purpose,63
United,117
States?,8
sir.,1429
Next.,8
"documents,",3
please?,112
Both.,17
Ted,41
Bundy,5
serial,52
half,632
million,478
interview.,22
Monica,8
writing,142
President,145
pays,55
whore,37
magazine,41
Million?!,1
dollars,343
television,64
interview?,9
"here,",1425
million.,61
York's,7
finest.,5
traitor.,8
murderer.,28
director.,15
Action!,4
Traitor!!,1
director?,3
"little,",62
Russian,95
credit,111
video,79
titles,3
Directed,2
Razgul.,1
Credit?,1
serious...this,1
American,250
violence,26
idea?,76
idea.,370
"realize,",14
"film,",20
"talent,",10
Be,414
quiet.,81
Watch.,10
cut,609
handed,28
tape!,3
project.,20
'action.',2
director!,3
talent.,45
'action!',1
Shut,434
Look!,67
serious.,179
bathroom.,72
George,178
Michael.,76
"Oleg,",2
paranoid.,18
hundred-fifty,8
"dollars,",54
are!,74
success,34
story?,71
story!,18
Cut!,3
idea!,20
crazy,393
murders?,6
hospital.,135
hospital,156
crazy.,345
pretended,12
acquitted.,1
psychiatrists.,2
certify,1
sane,21
called?,32
Double,26
Jeopardy,1
"law,",40
twice.,58
"free,",27
rich,178
famous!,4
book!,11
"down,",372
whore's,2
erase,17
"either,",45
"lie,",37
angry.,58
Milos,3
hurt?,57
Gotta,97
light,293
moody...,1
THE,274
THIRD,1
MAN.,5
"bathroom,",19
shut,414
bathroom!,4
homesick.,5
Whore?,1
Czech!,2
Speak,40
English!,8
filming.,2
move,539
realer.,1
Turn,119
off!,96
Smell,11
chemicals...for,1
smoking,53
drugs.,57
stupidness,1
carry,250
bag,123
Unless,119
"refuse,",4
bag?,27
dog.,118
bags.,19
videocameras.,1
Color,10
viewfinder.,1
Image,4
stabilization.,1
Solarization.,1
vision.,20
ugly,71
almost,537
thrown,74
Czech?,1
Russian!,3
Times,44
Square.,8
movies!,4
document,23
trip,157
America.,97
said?,65
around.,449
mouth.,115
fixing,23
toilets?!?,1
job??,1
plumber???,1
America,68
work!,21
learn.,43
plumber?!,1
job?,94
live.,130
plumber.,2
money?!,7
Ha.,17
Milos.,1
money!,53
Oleg!,1
caught.,51
fault.,157
Trying,46
bank,169
clerk's,3
phone,439
number?!,1
wait!!!,1
me...I,4
anybody.,148
money?,221
shouldn't,494
hiding.,22
Surprise!,3
Emil???!,1
tape?,28
Viewer,4
discretion,10
advised!,1
Trust,127
busy!,5
business.,443
Hang,86
drink.,209
whiskey.,17
Robert...?,1
would!,9
friend!,23
ashamed.,16
Ashamed,1
footage,14
favor.,95
Cutler,1
"tries,",3
convict,13
"Paulie,",13
Yeah?,424
love?,90
who?,134
course,791
thinks,394
love.,266
moody?,1
lunch,138
overtures,2
closet,20
walked,178
him!!,6
morning.,487
marriage.,41
he...,46
"""It's",23
Wonderful,16
"Life""",1
directed,14
Frank,169
Capra.,2
Land,19
free.,113
Home,46
brave.,17
white.,31
Movies...to,1
movies,95
movies?,30
cheap,88
hotel.,104
York,246
York?,37
York.,126
national,50
national.,2
another?,17
Yes...he's,2
yours,192
in!,66
drive,369
"precinct,",1
in.,927
partner!,2
collar!,1
takin',56
argue!,2
way!,95
mine!,30
Evidence.,2
priorities,6
straight.,89
other?,55
looks,690
heads,79
burned,90
themselves,78
up?,449
Thanks.,432
Appreciate,8
civil,38
rights?!,1
rob,49
now!,196
lucky,246
walking,176
me!!,24
sue,34
violated,12
rights!,3
freak'll,1
stab,13
yeah?,135
Department?,6
Firemen,1
guns.,68
arrest!,4
happy?,45
way!!,4
Got,463
spare,95
change?,29
twenty?,12
wife,547
leavin',16
kind?,25
accelerant.,1
time?,265
religious.,3
Atheist,1
"Now,",703
"forehead,",6
Max?,30
attention,91
getter.,1
booby,8
trapped,47
apartment!,5
Lay,29
hurts.,29
"Aw,",135
"Bobby,",28
Bobby!,5
